galname,rah,ram,ras,decsign,decd,decm,decs,glat_orig,semimajor,semiminor,posang,nhcon,fnu_12,fqual_12,fnu_25,fqual_25,fnu_60,fqual_60,fnu_100,fqual_100,fir,fqfir,relunc_12,relunc_25,relunc_60,relunc_100,cc_12,cc_25,cc_60,cc_100,cirr1,cirr2,confuse,pnearh,pnearw,hsdflag,ses1_12,ses1_25,ses1_60,ses1_100,ses2,nsss,sssname,dissss,nongal,idngal,dsngal,nrecs,rat_12_25,err_12_25,rat_25_60,err_25_60,rat_60_100,err_60_100,glon,glat,elon,elat,ra,dec,cra,cdec,ra1950,dec1950,cra1950,cdec1950,ROW_IDX,ROW_NUM
14554+4952,14,55,27.4,+,49,52,8,57,14,6,117,5,0.25,L,0.26,,2.19,,4.18,,-12.91,,,C,B,B,G,C,A,A,0,3,0,1,0,0,0,0,0,1,,null,,null,null,,null,1,0.9615,0,0.1187,0,0.5239,0,84.5948,57.0522,193.5064,61.5383,224.2760,49.6689,145706.2,+494008,223.8642,49.8689,145527.4,+495208,5524,5524
14557-2830,14,55,44.7,-,28,30,19,26,50,10,110,3,0.35,L,0.32,:,0.70,,1.74,L,-13.35,L,,F,C,,H,C,B,E,8,6,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0938,0,0.4571,0,0.4023,0,334.0128,26.3764,230.5145,-11.2637,224.6830,-28.7045,145843.9,-284216,223.9362,-28.5053,145544.7,-283019,5525,5525
14557-4223,14,55,45.8,-,42,23,6,14,54,16,112,2,0.46,L,0.25,L,0.42,,1.49,:,-13.49,:,,,C,D,G,,C,C,2,6,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.8400,0,0.5952,0,0.2819,0,326.6105,14.3453,234.9339,-24.4947,224.7598,-42.5841,145902.4,-423503,223.9408,-42.3850,145545.8,-422306,5526,5526
14557-0053,14,55,46.6,-,0,53,23,48,26,7,105,3,0.84,,0.94,,9.03,,19.30,,-12.27,,B,C,C,C,B,A,A,A,0,2,8,0,0,0,2,1,0,0,1,null,,null,1,3,77,1,0.8936,0,0.1041,0,0.4679,0,355.3484,48.4324,222.4584,15.1741,224.5882,-1.0891,145821.2,-010521,223.9442,-0.8897,145546.6,-005323,5527,5527
14558-0637,14,55,49.3,-,6,37,12,44,40,8,104,4,0.25,L,0.34,L,1.05,,2.59,,-13.18,,,,B,C,,E,A,B,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.7353,0,0.3238,0,0.4054,0,349.7403,44.2051,224.1918,9.6993,224.6190,-6.8193,145828.6,-064909,223.9554,-6.6200,145549.3,-063712,5528,5528
14559-2557,14,55,54.1,-,25,57,5,29,23,7,109,3,0.27,L,0.29,L,1.92,,3.74,,-12.96,,,,C,C,H,,A,A,1,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.9310,0,0.1510,0,0.5134,0,335.5598,28.5303,229.7939,-8.8100,224.7113,-26.1505,145850.7,-260902,223.9754,-25.9514,145554.1,-255705,5529,5529
14565-0407,14,56,34.8,-,4,7,10,46,50,12,152,3,0.42,L,0.31,L,0.74,,1.15,L,-13.42,L,,,C,,J,K,B,F,0,5,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,1.3548,0,0.4189,0,0.6435,0,352.2878,45.9526,223.6340,12.1464,224.8001,-4.3181,145912.0,-041905,224.1450,-4.1194,145634.8,-040710,5530,5530
14566-1629,14,56,39.6,-,16,29,54,36,24,8,107,3,0.25,L,0.79,L,6.33,,10.12,,-12.48,,,,C,C,N,B,A,A,0,2,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.3165,0,0.1248,0,0.6255,0,341.9680,36.2912,227.2411,0.2962,224.8639,-16.6969,145927.3,-164149,224.1650,-16.4983,145639.6,-162954,5531,5531
14566+1635,14,56,41.6,+,16,35,24,59,89,25,103,3,0.53,L,0.52,L,0.40,L,1.13,,-13.57,L,,,,C,E,,B,C,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0192,0,1.3000,0,0.3540,0,19.5874,58.6019,216.6834,31.8433,224.7563,16.3913,145901.5,+162329,224.1733,16.5900,145641.6,+163524,5532,5532
14572+1324,14,57,16.9,+,13,24,55,57,58,8,105,3,0.25,L,0.25,L,0.34,:,1.23,,-13.57,:,,,D,C,,,G,B,2,3,0,0,0,0,0,0,2,0,4,null,,null,null,,null,2,1.0000,0,0.7353,0,0.2764,0,14.4460,56.9897,218.0547,28.8937,224.9149,13.2171,145939.6,+131302,224.3204,13.4153,145716.9,+132455,5533,5533
14574+2718,14,57,24.6,+,27,18,52,62,52,8,105,3,0.25,L,0.25,L,0.47,,0.86,:,-13.58,:,,,E,E,,,B,I,0,3,0,1,0,0,1,0,0,0,,null,,null,null,,null,1,1.0000,0,0.5319,0,0.5465,0,40.3643,61.5684,212.0676,41.9183,224.8927,27.1163,145934.2,+270659,224.3525,27.3144,145724.6,+271852,5534,5534
14574+0205,14,57,26.8,+,2,5,25,50,29,10,105,3,0.25,L,0.44,L,2.67,,8.25,,-12.72,,,,C,C,J,G,A,A,0,1,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,0.5682,0,0.1648,0,0.3236,0,359.0858,50.1994,221.9474,18.1431,224.9956,1.8923,145958.9,+015332,224.3617,2.0903,145726.8,+020525,5535,5535
14574-4207,14,57,27.1,-,42,7,48,14,71,17,116,2,0.41,L,0.33,L,0.76,,1.45,L,-13.37,L,,,C,,,H,C,,3,6,0,0,3,0,0,0,0,0,,null,,null,null,,null,1,1.2424,0,0.4342,0,0.5241,0,327.0202,14.4171,235.1718,-24.1547,225.1816,-42.3277,150043.6,-421940,224.3629,-42.1300,145727.1,-420748,5536,5536
14575-2615,14,57,31.5,-,26,15,6,28,24,6,109,3,0.25,L,0.67,,3.05,,4.16,,-12.82,,,C,C,C,K,C,A,A,2,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.3731,0,0.2197,0,0.7332,0,335.7281,28.0819,230.2349,-8.9923,225.1190,-26.4494,150028.6,-262658,224.3813,-26.2517,145731.5,-261506,5537,5537
14575+7152,14,57,34.1,+,71,52,50,42,43,8,178,3,0.25,L,0.56,L,0.40,L,1.65,,-13.47,L,,,,C,,M,E,A,1,3,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,0.4464,0,1.4000,0,0.2424,0,110.1030,42.1574,141.9368,73.4404,224.4410,71.6818,145745.8,+714054,224.3921,71.8806,145734.1,+715250,5538,5538
14576-1638,14,57,40.8,-,16,38,11,36,50,11,107,3,0.25,L,0.39,L,0.97,,2.23,,-13.22,,,,D,B,I,G,B,B,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.6410,0,0.4021,0,0.4350,0,342.1141,36.0364,227.5147,0.2335,225.1197,-16.8341,150028.7,-165003,224.4200,-16.6364,145740.8,-163811,5539,5539
14577-2141,14,57,42.7,-,21,41,34,32,51,9,108,3,0.25,L,0.36,L,1.01,,2.14,,-13.22,,,,C,B,,,A,B,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.6944,0,0.3564,0,0.4720,0,338.6427,31.8788,228.9613,-4.6120,225.1470,-21.8904,150035.3,-215325,224.4279,-21.6928,145742.7,-214134,5540,5540
14581-1358,14,58,7.2,-,13,58,9,38,58,11,106,3,0.25,L,0.36,L,0.78,,2.48,,-13.25,,,,C,C,L,,B,B,3,4,0,0,0,0,0,0,0,1,,null,,null,null,,null,1,0.6944,0,0.4615,0,0.3145,0,344.2058,38.1201,226.8588,2.8210,225.2200,-14.1665,150052.8,-140959,224.5300,-13.9692,145807.2,-135809,5541,5541
14582-1512,14,58,13.4,-,15,12,48,37,42,9,106,3,0.25,L,0.41,L,1.76,,3.94,,-12.97,,,,C,C,,J,A,A,0,3,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,0.6098,0,0.2330,0,0.4467,0,343.2905,37.1087,227.2360,1.6351,225.2504,-15.4105,150100.1,-152438,224.5558,-15.2133,145813.4,-151248,5542,5542
14582-4809,14,58,13.8,-,48,9,17,9,35,10,110,3,0.25,L,0.41,,0.84,,8.91,L,-12.86,L,,C,C,,,C,B,,7,5,0,1,0,8,0,0,3,0,4,null,,null,1,A,5,1,0.6098,0,0.4881,0,0.0943,0,324.1661,9.0772,237.4750,-29.8212,225.4188,-48.3517,150140.5,-482106,224.5575,-48.1547,145813.8,-480917,5543,5543
14582+6114,14,58,15.1,+,61,14,38,50,19,9,158,4,0.25,L,0.25,L,1.02,,2.51,,-13.19,,,,B,B,G,G,A,B,0,2,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2451,0,0.4064,0,99.4926,49.8551,174.2062,69.8192,224.8483,61.0461,145923.6,+610246,224.5629,61.2439,145815.1,+611438,5544,5544
14583-3747,14,58,20.4,-,37,47,47,18,24,7,110,3,0.25,L,0.43,,3.95,,6.04,,-12.69,,,C,C,C,N,D,A,A,0,4,0,1,1,0,0,1,1,0,,null,,null,null,,null,1,0.5814,0,0.1089,0,0.6540,0,329.4016,18.1029,233.9134,-19.9774,225.3789,-37.9934,150130.9,-375936,224.5850,-37.7964,145820.4,-374747,5545,5545
14586+1708,14,58,36.4,+,17,8,34,58,36,12,105,3,0.25,L,0.30,L,1.38,,2.33,,-13.13,,,,C,C,,C,A,A,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.8333,0,0.2174,0,0.5923,0,20.9182,58.4230,216.9736,32.5177,225.2321,16.9458,150055.7,+165645,224.6517,17.1428,145836.4,+170834,5546,5546
14587-1407,14,58,42.8,-,14,7,5,38,58,12,106,3,0.30,L,0.48,L,0.70,,1.00,L,-13.45,L,,,C,,,I,B,,3,5,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,0.6250,0,0.6857,0,0.7000,0,344.2375,37.9145,227.0392,2.7191,225.3690,-14.3148,150128.6,-141853,224.6783,-14.1181,145842.8,-140705,5547,5547
14588+0149,14,58,48.5,+,1,50,0,50,36,10,105,3,0.25,L,0.25,L,1.37,,3.24,,-13.07,,,,C,C,H,,A,A,0,2,0,0,0,0,1,0,0,0,,null,,null,null,,null,1,1.0000,0,0.1825,0,0.4228,0,359.1485,49.7750,222.3696,17.9993,225.3368,1.6365,150120.8,+013812,224.7021,1.8333,145848.5,+015000,5548,5548
14591+5011,14,59,9.1,+,50,11,14,56,14,8,114,5,0.25,L,0.25,L,0.71,,2.18,,-13.30,,,,B,B,,,B,A,0,2,0,0,0,0,0,1,0,1,,null,,null,null,,null,2,1.0000,0,0.3521,0,0.3257,0,84.5397,56.3795,194.1027,62.1501,225.1934,49.9904,150046.4,+495925,224.7879,50.1872,145909.1,+501114,5549,5549
14592+1655,14,59,17.9,+,16,55,37,58,41,11,102,3,0.25,L,0.25,L,0.81,,1.32,L,-13.37,L,,,C,,,H,A,C,2,5,0,0,0,0,0,0,0,3,8,null,,null,null,,null,1,1.0000,0,0.3086,0,0.6136,0,20.6775,58.1823,217.2439,32.3696,225.4056,16.7305,150137.4,+164350,224.8246,16.9269,145917.9,+165537,5550,5550
14594-3529,14,59,28.8,-,35,29,59,20,72,18,111,3,0.28,L,0.29,L,0.61,,1.83,,-13.37,,,,D,C,G,G,C,C,3,6,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.9655,0,0.4754,0,0.3333,0,330.8359,19.9707,233.4191,-17.7173,225.6523,-35.6957,150236.6,-354145,224.8700,-35.4997,145928.8,-352959,5551,5551
14597+2609,14,59,43.1,+,26,9,36,61,24,9,104,3,0.25,L,0.25,L,1.20,,3.97,,-13.05,,,,C,C,,F,A,A,0,3,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.2083,0,0.3023,0,38.1579,60.8825,213.2867,41.0442,225.4737,25.9639,150153.7,+255750,224.9296,26.1600,145943.1,+260936,5552,5552
14598+4830,14,59,51.9,+,48,30,54,57,13,3,100,4,0.47,L,0.21,:,1.77,,4.54,,-12.94,,,F,B,C,J,H,A,A,1,3,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,2.2381,0,0.1186,0,0.3899,0,81.7745,57.0937,196.3722,60.8701,225.3845,48.3188,150132.3,+481908,224.9662,48.5150,145951.9,+483054,5553,5553
14598-1740,14,59,53.4,-,17,40,21,35,37,8,107,3,0.25,L,0.43,L,1.11,,2.31,,-13.19,,,,C,B,J,,B,A,0,3,0,1,0,0,0,0,0,0,,null,,null,null,,null,2,0.5814,0,0.3874,0,0.4805,0,341.8959,34.8872,228.3141,-0.6111,225.6767,-17.8683,150242.4,-175206,224.9725,-17.6725,145953.4,-174021,5554,5554
15001+4804,15,0,10.0,+,48,4,16,57,20,8,99,4,0.25,L,0.25,L,1.22,,2.26,,-13.17,,,,B,B,L,C,A,B,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2049,0,0.5398,0,81.0060,57.2550,196.9775,60.5357,225.4630,47.8752,150151.1,+475231,225.0417,48.0711,150010.0,+480416,5555,5555
15004+2332,15,0,27.4,+,23,32,7,60,60,16,100,2,0.25,L,0.33,L,0.74,,2.67,,-13.24,,,,E,C,,L,B,A,0,3,0,0,0,0,0,0,1,1,,null,,null,null,,null,2,0.7576,0,0.4459,0,0.2772,0,33.0142,60.1647,214.7426,38.6633,225.6690,23.3398,150240.6,+232023,225.1142,23.5353,150027.4,+233207,5556,5556
11483+2126,11,48,18.9,+,21,26,31,75,54,16,114,2,0.25,L,0.26,L,0.50,:,1.77,,-13.41,:,,,C,C,,,F,C,3,4,0,0,0,0,0,0,1,1,,null,,null,null,,null,1,0.9615,0,0.5200,0,0.2825,0,233.0439,74.9716,169.2097,18.4522,177.7243,21.1639,115053.8,+210950,177.0788,21.4419,114818.9,+212631,5557,5557
11484+5521,11,48,27.8,+,55,21,29,60,30,12,128,3,0.25,L,0.25,L,0.84,,1.67,,-13.32,,,,B,F,,C,A,C,0,2,0,1,1,0,0,0,2,0,,null,,null,null,,null,2,1.0000,0,0.2976,0,0.5030,0,140.2520,59.9727,148.7897,48.0259,177.7743,55.0800,115105.8,+550448,177.1158,55.3581,114827.8,+552129,5558,5558
11485+1054,11,48,35.0,+,10,54,54,68,46,15,114,2,0.26,L,0.29,L,0.50,,1.12,L,-13.52,L,,,C,,,L,C,C,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.8966,0,0.5800,0,0.4464,0,259.3439,68.2451,173.7118,8.8743,177.7888,10.6369,115109.3,+103813,177.1458,10.9150,114835.0,+105454,5559,5559
11487+6228,11,48,43.0,+,62,28,53,54,43,11,131,3,0.25,L,0.25,L,1.06,,1.75,,-13.25,,,,C,C,,,B,B,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2358,0,0.6057,0,134.6621,53.5357,141.7034,53.5744,177.8428,62.2033,115122.3,+621212,177.1792,62.4814,114843.0,+622853,5560,5560
11489-1108,11,48,57.0,-,11,8,46,49,75,13,115,2,0.25,L,0.30,L,0.70,,1.95,:,-13.32,:,,,C,D,,M,B,C,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.8333,0,0.4286,0,0.3590,0,280.3062,48.7967,182.6566,-11.3137,177.8758,-11.4243,115130.2,-112527,177.2375,-11.1461,114857.0,-110846,5561,5561
11491-2727,11,49,10.0,-,27,27,48,33,53,9,116,2,0.25,L,0.28,L,0.98,,2.26,,-13.22,,,,C,C,,I,B,A,7,3,0,0,0,0,0,0,0,1,,null,,null,null,,null,1,0.8929,0,0.2857,0,0.4336,0,287.0988,33.2871,189.9883,-26.0919,177.9262,-27.7415,115142.3,-274430,177.2917,-27.4633,114910.0,-272748,5562,5562
11496+1707,11,49,38.8,+,17,7,39,73,44,8,114,2,0.25,L,0.29,L,2.25,,3.60,,-12.93,,,,C,D,G,,A,B,1,3,0,1,0,0,0,0,1,3,,null,,null,null,,null,1,0.8621,0,0.1289,0,0.6250,0,246.7722,72.8774,171.3745,14.6563,178.0557,16.8494,115213.4,+165058,177.4117,17.1275,114938.8,+170739,5563,5563
11497-2637,11,49,47.5,-,26,37,43,34,52,9,116,2,0.25,L,0.27,L,1.26,,5.15,,-12.97,,,,C,C,,K,C,A,5,3,0,0,0,0,0,0,1,0,,null,,null,null,,null,2,0.9259,0,0.2143,0,0.2447,0,286.9846,34.1280,189.7184,-25.2814,178.0831,-26.9068,115219.9,-265425,177.4479,-26.6286,114947.5,-263743,5564,5564
11498+4844,11,49,52.1,+,48,44,2,66,83,17,122,3,0.25,L,0.25,L,0.46,:,1.26,,-13.51,:,,,D,C,,H,C,D,1,3,0,0,0,0,0,0,2,1,,null,,null,null,,null,1,1.0000,0,0.5435,0,0.3651,0,147.2352,65.7963,154.3930,42.6897,178.1199,48.4558,115228.8,+482721,177.4671,48.7339,114952.1,+484402,5565,5565
11499-4200,11,49,57.7,-,42,0,56,19,49,12,124,2,0.25,L,0.31,:,0.61,,1.34,L,-13.43,L,,C,C,,,B,B,,4,6,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,0.8065,0,0.5082,0,0.4552,0,291.4338,19.2580,198.3644,-38.8328,178.1214,-42.2938,115229.1,-421738,177.4904,-42.0156,114957.7,-420056,5566,5566
11499-0335,11,49,57.9,-,3,35,44,56,64,11,114,2,0.25,L,0.33,L,0.79,,1.87,,-13.31,,,,D,C,,M,B,B,0,3,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,0.7576,0,0.4177,0,0.4225,0,276.0384,55.8911,179.8286,-4.2970,178.1312,-3.8738,115231.5,-035226,177.4913,-3.5956,114957.9,-033544,5567,5567
11500+1344,11,50,1.9,+,13,44,42,71,38,9,114,2,0.27,L,0.25,L,0.70,,1.58,,-13.37,,,,C,C,,,C,B,0,3,0,0,1,0,0,0,0,0,,null,,null,null,,null,1,1.0800,0,0.3571,0,0.4430,0,254.8456,70.6213,172.8792,11.6062,178.1511,13.4668,115236.3,+132801,177.5079,13.7450,115001.9,+134442,5568,5568
11500-0455,11,50,4.4,-,4,55,45,55,31,9,114,2,0.25,L,0.31,L,1.38,,2.18,,-13.14,,,,C,E,,,A,B,1,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.8065,0,0.2246,0,0.6330,0,277.0114,54.6777,180.3873,-5.5092,178.1581,-5.2074,115237.9,-051227,177.5183,-4.9292,115004.4,-045545,5569,5569
11500-0211,11,50,5.3,-,2,11,35,57,55,8,114,3,0.28,L,0.34,L,1.01,,1.00,L,-13.34,L,,,C,,,E,B,B,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.8235,0,0.3366,0,1.0100,0,275.0468,57.1830,179.2972,-2.9982,178.1623,-2.4713,115239.0,-022817,177.5221,-2.1931,115005.3,-021135,5570,5570
11502+4423,11,50,12.8,+,44,23,58,69,30,8,123,3,0.25,L,0.22,:,4.93,,22.18,,-12.36,,,D,C,C,F,F,C,A,0,1,8,0,0,0,2,4,3,0,6,1,X1150+443,10,null,,null,1,1.1364,0,0.0446,0,0.2223,0,153.8793,69.3178,157.4751,39.0340,178.2040,44.1213,115249.0,+440717,177.5533,44.3994,115012.8,+442358,5571,5571
11503-0408,11,50,23.7,-,4,8,52,55,87,21,114,2,0.28,L,0.35,L,0.46,,1.31,L,-13.50,L,,,D,,,,G,,1,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.8000,0,0.7609,0,0.3511,0,276.6038,55.4277,180.1481,-4.7607,178.2386,-4.4260,115257.3,-042534,177.5988,-4.1478,115023.7,-040852,5572,5572
11505-3621,11,50,30.8,-,36,21,35,25,37,12,121,2,0.74,L,0.34,L,1.02,,4.16,,-13.07,,,,C,C,I,D,B,A,0,4,0,0,0,0,0,0,0,1,,null,,null,null,,null,1,2.1765,0,0.3333,0,0.2452,0,290.0625,24.7703,195.0086,-33.8622,178.2616,-36.6380,115302.8,-363817,177.6283,-36.3597,115030.8,-362135,5573,5573
12323+7006,12,32,18.5,+,70,6,55,47,41,9,140,4,0.25,L,0.45,L,0.63,,1.51,,-13.40,,,,C,C,,E,C,A,0,2,8,0,1,0,0,0,1,0,,null,,null,null,,null,1,0.5556,0,0.7143,0,0.4172,0,125.0883,47.2172,136.2609,61.8586,188.6069,69.8399,123425.7,+695024,188.0771,70.1153,123218.5,+700655,5574,5574
12323+6348,12,32,19.9,+,63,48,2,53,36,10,140,3,0.25,L,0.25,L,1.04,,2.94,,-13.15,,,,C,C,,J,B,A,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2404,0,0.3537,0,126.0917,53.4995,146.2400,57.9851,188.6418,63.5252,123434.0,+633131,188.0829,63.8006,123219.9,+634802,5575,5575
12323+1549,12,32,21.1,+,15,49,41,78,52,11,113,2,0.29,L,0.46,L,1.35,:,5.74,,-12.94,:,,,D,D,H,F,B,A,1,2,0,0,0,0,0,0,2,0,4,null,,null,null,,null,2,0.6304,0,0.3407,0,0.2352,0,283.7034,77.8014,181.6422,17.7026,188.7171,15.5527,123452.1,+153310,188.0879,15.8281,123221.1,+154941,5576,5576
12326+0003,12,32,37.7,+,0,3,8,62,61,11,113,2,0.25,L,0.36,L,0.66,:,1.67,,-13.37,:,,,D,C,,L,B,B,1,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.6944,0,0.5455,0,0.3952,0,294.1465,62.3712,188.1696,3.2828,188.7978,-0.2231,123511.5,-001323,188.1571,0.0522,123237.7,+000308,5577,5577
12328+1446,12,32,53.6,+,14,46,13,77,46,10,113,2,1.82,L,0.25,L,1.23,,8.04,,-12.85,,,,D,C,J,,C,A,1,3,0,0,0,0,0,0,2,2,4,1,X1232+147,49,null,,null,1,7.2800,0,0.2033,0,0.1530,0,285.6662,76.8265,182.2235,16.7927,188.8532,14.4950,123524.8,+142942,188.2233,14.7703,123253.6,+144613,5578,5578
12329-3938,12,32,54.9,-,39,38,5,23,36,11,118,2,0.46,,1.41,,4.58,,5.60,,-12.66,,C,C,D,D,B,A,A,A,4,4,0,0,1,0,0,0,0,0,,null,,null,null,,null,1,0.3262,0,0.3079,0,0.8179,0,299.6400,22.8606,205.6644,-32.7802,188.9039,-39.9101,123536.9,-395436,188.2287,-39.6347,123254.9,-393805,5579,5579
12331+0003,12,33,8.1,+,0,3,38,62,34,9,113,2,0.25,L,0.67,L,2.32,,3.40,,-12.93,,,,C,D,,B,A,A,1,2,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.3731,0,0.2888,0,0.6824,0,294.4148,62.3965,188.2829,3.3404,188.9245,-0.2147,123541.9,-001253,188.2838,0.0606,123308.1,+000338,5580,5580
12331+7230,12,33,10.6,+,72,30,13,45,47,10,152,3,0.25,L,0.25,L,0.93,,2.47,,-13.21,,,,C,C,,H,B,A,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2688,0,0.3765,0,124.6763,44.8450,131.9201,63.1616,188.8046,72.2284,123513.1,+721342,188.2942,72.5036,123310.6,+723013,5581,5581
12335+6414,12,33,30.0,+,64,14,51,53,33,6,142,3,0.25,L,0.25,L,1.36,,3.68,,-13.04,,,,E,C,G,G,A,B,0,3,0,1,0,0,0,0,0,1,,null,,null,null,,null,2,1.0000,0,0.1838,0,0.3696,0,125.8010,53.0683,145.7684,58.3779,188.9294,63.9723,123543.0,+635820,188.3750,64.2475,123330.0,+641451,5582,5582
12336+1935,12,33,37.6,+,19,35,55,81,53,8,113,2,0.25,L,0.37,L,1.22,,2.68,,-13.13,,,,C,C,I,H,B,A,0,2,0,0,0,0,0,0,0,1,,null,,null,null,,null,1,0.6757,0,0.3033,0,0.4552,0,277.8941,81.4412,180.2640,21.2553,189.0324,19.3235,123607.8,+191924,188.4067,19.5986,123337.6,+193555,5583,5583
12337-0338,12,33,47.3,-,3,38,47,59,27,8,113,2,0.25,L,0.48,L,1.84,,3.18,,-13.00,,,,C,C,,D,A,A,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.5208,0,0.2609,0,0.5786,0,295.6723,58.7375,189.8935,-0.0028,189.0906,-3.9215,123621.7,-035518,188.4471,-3.6464,123347.3,-033847,5584,5584
12338+2615,12,33,52.2,+,26,15,34,86,31,9,17,2,0.89,L,0.47,:,6.04,,25.36,:,-12.29,:,,F,D,F,D,D,B,A,0,2,8,3,0,0,3,2,2,0,7,1,X1233+262,7,null,,null,1,1.8936,0,0.0778,0,0.2382,0,230.8101,86.4374,177.1608,27.2868,189.0873,25.9843,123621.0,+255904,188.4675,26.2594,123352.2,+261534,5585,5585
12340+1130,12,34,2.3,+,11,30,55,74,24,8,113,2,0.58,,0.98,,15.53,:,47.59,,-11.96,:,C,D,D,D,B,C,B,A,2,1,8,0,0,0,2,2,2,0,7,1,X1234+115,6,null,,null,2,0.5918,0,0.0631,0,0.3263,0,289.8096,73.7319,183.8654,13.9350,189.1416,11.2402,123634.0,+111425,188.5096,11.5153,123402.3,+113055,5586,5586
12341-4151,12,34,6.5,-,41,51,57,21,44,8,123,3,0.25,L,0.25,L,0.97,,2.28,,-13.22,,,,D,C,,,B,C,4,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2577,0,0.4254,0,300.0379,20.6487,207.1728,-34.6388,189.2064,-42.1410,123649.5,-420827,188.5271,-41.8658,123406.5,-415157,5587,5587
12341+2442,12,34,8.6,+,24,42,16,86,31,6,117,2,0.25,L,0.33,,3.80,,4.82,,-12.73,,,D,D,D,,B,A,A,0,2,0,0,0,0,0,1,0,0,,null,,null,null,,null,1,0.7576,0,0.0868,0,0.7884,0,251.1039,85.7110,177.9880,25.9176,189.1569,24.4294,123637.7,+242546,188.5358,24.7044,123408.6,+244216,5588,5588
12341+1332,12,34,11.2,+,13,32,6,76,67,14,113,2,0.43,L,0.35,L,0.61,,1.96,L,-13.35,L,,,C,,,,B,E,2,3,0,0,1,0,1,1,0,0,,null,,null,null,,null,1,1.2286,0,0.5738,0,0.3112,0,288.2608,75.7104,183.0490,15.7946,189.1771,13.2599,123642.5,+131536,188.5467,13.5350,123411.2,+133206,5589,5589
12344+1429,12,34,25.6,+,14,29,26,77,39,9,113,2,0.25,L,0.25,L,0.95,,6.53,,-12.95,,,,C,C,,,D,A,1,4,0,0,0,0,1,0,2,0,4,null,,null,null,,null,1,1.0000,0,0.2632,0,0.1455,0,287.5439,76.6523,182.6966,16.6901,189.2363,14.2156,123656.7,+141256,188.6067,14.4906,123425.6,+142926,5590,5590
12344-3816,12,34,28.9,-,38,16,52,24,54,13,118,2,0.25,L,0.25,L,0.66,,1.05,,-13.46,,,,C,D,,,B,C,1,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.3788,0,0.6286,0,299.8761,24.2310,205.2403,-31.4400,189.2955,-38.5562,123710.9,-383322,188.6204,-38.2811,123428.9,-381652,5591,5591
12350-3514,12,35,4.1,-,35,14,45,27,46,12,118,2,0.25,L,0.43,L,0.84,,2.44,,-13.24,,,,C,C,,J,B,A,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.5814,0,0.5119,0,0.3443,0,299.8003,27.2678,203.7673,-28.6828,189.4390,-35.5208,123745.4,-353115,188.7671,-35.2458,123504.1,-351445,5592,5592
12351-4015,12,35,9.0,-,40,15,48,22,31,9,119,2,0.38,,0.84,,7.40,,15.60,:,-12.36,:,C,C,D,F,D,A,A,A,2,3,0,0,0,8,0,1,0,0,,null,,null,null,,null,1,0.4524,0,0.1135,0,0.4744,0,300.1456,22.2601,206.4665,-33.1346,189.4658,-40.5383,123751.8,-403218,188.7875,-40.2633,123509.0,-401548,5593,5593
